idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,KENb1,KENb2,b5,b6,b6a,b6b,b7,b7a,b8,b8x,KENb3,KENb4,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d5a,d8,d10,d11,d12a,d12b,d13,d14,d15a,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,KENh1a,KENh1b,KENh1c,KENh2a,KENh2b,KENh2c,KENh2d,KENh3,KENh4a,KENh4b,KENh4c,KENh4d,KENh5,KENh6,KENh7,KENh8,KENh9a,KENh9b,KENh9c,f1,f2,KENf1a,KENf1b,KENf1c,KENf1d,KENf1e,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,KENk1,KENk2,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,KENk3,KENk4,KENk5,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs12,MMs11,h7a,j2,j3,j4,j5,KENj1,KENj2,j6a,j6,j7a,j7b,KENj3,KENj4,KENj5,KENj6,KENj7,KENj8,j10,j11,j12,j13,j14,j15,KENj9,KENj10,KENj11a,KENj11b,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l30a,l30b,m1a,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
628771,465,Retail,Medium,Nakuru,Retail,Retail services,Nakuru,Medium,21,6,2018,11,41,Kenya,Nb1347,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,80,100,0,0,0,No,,100,0,1974,2,Yes,1974,20,No,No,,Yes,No,No,,,Yes,4.0,2.0,0.0,None,,Yes,Don't know (spontaneous),No,,,,,,Yes,Minor obstacle,Retail trade of ,All Types Of Glasses,80,90000000.0,Ninety Million,85000000.0,100,0,0,,,,No losses,No losses,20,80,Yes,25.0,No,Minor obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Most managers and most production workers,Yes,Their team or shift performance as measured by targets,"Based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,,,,No,Moderate obstacle,Yes,No,Introduced Pumps And Welding Machines,It Has Improved Sales,No,,,No,,No,Yes,Yes,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Interaction with suppliers,Minor obstacle,Moderate obstacle,No obstacle,,,,,,,,100,100,No,,,300.0,Square Yards,,Minor obstacle,Yes,1.0,,No,,,Minor obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,Yes,Yes,,Don't know (spontaneous),Yes,Yes,Negatively affected,Use of retained earnings or internal finance,Minor obstacle,Yes,Reduce costs of financial transactions,No,,Yes,2.0,Yes,1.0,Yes,4.0,No,,Tend to disagree,No time was spent,No,,,Yes,Don't know (spontaneous),No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,2.0,No,Yes,In line with my expectation,Increase,Increase,Major obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,20,Don't know (spontaneous),,,,,,,,3.0,4,4.0,Less than one month,20.0,,No,,,,,Minor obstacle,Minor obstacle,Tax administration,650000.0,,Don't know (spontaneous),Don't know (spontaneous),,,,21,6,2018,12,44,1,,20,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb0383,No,Yes,Over 250.000 to 1 million,5234,Nakuru,Medium (20-99),Retail,Panel,2.493807,2.753989,3.8016162,155
628772,466,Retail,Small,Nakuru,Wholesale,Other services,Nakuru,Small,21,7,2018,15,3,Kenya,Sr1024,English,Establishment,Yes,3.0,Yes,Yes,Yes,,2017,12,31,Sole proprietorship,,100,100,0,0,0,No,,100,0,2006,4,Yes,2005,10,No,No,,No,No,No,,,Yes,3.0,1.0,0.0,1.0,,Yes,20.0,No,,,,,,No,No obstacle,Wholesale trade of ,Sugar,80,110000000.0,One Hundred And Ten Million ,94000000.0,100,0,0,,,,1,5.0,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Most managers and most production workers,Yes,Their establishmentâs performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,Yes,Major obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interactions with customers,No obstacle,Minor obstacle,Minor obstacle,,,,,,,,100,100,No,,,,,,No obstacle,Yes,,250000.0,No,,,Minor obstacle,70,10,0,20,0,,,No,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2017.0,5000000.0,No,,,,,,,1.0,3000000.0,No,Yes,,Application was approved in full,No,No,No effect,,Minor obstacle,Yes, Reduce the time spent in financial transactions,No,,No,,No,,Yes,20.0,No,,Tend to disagree,1,Yes,2.0,No,Yes,3.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,Yes,In line with my expectation,Remain the same,Increase,No obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,No obstacle,10,7,,,,,,,,5.0,No full-time seasonal or temporary workers,,,95.0,,No,,,,,No obstacle,No obstacle,Practices of competitors in the informal sector,2800000.0,,96000.0,,,,,21,7,2018,15,43,9,,8,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb0383,No,No,Less than 50.000,5122,Nakuru,Small (5-19),Retail,Panel,8.156311,8.152381,21.494974,143
628773,467,Retail,Small,Nakuru,Retail,Retail services,Nakuru,Micro,18,7,2018,16,37,Kenya,Sr1025,English,Establishment,No,,,,,,2018,7,7,Sole proprietorship,,100,100,0,0,0,No,,100,0,2000,4,Yes,2000,18,No,No,,Yes,No,No,,,Yes,10.0,0.0,20.0,7.0,,No,,No,,,,,,No,Minor obstacle,Retail trade of ,Molasses,80,7900000.0,Seven Million And Nine Hundred Thousand ,8900000.0,100,0,0,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it but did not take further action,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Based solely on performance and ability,Rarely or never,,,,Yes,Minor obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,Don't know (spontaneous),No,No,Yes,Somewhat useful,Interactions with customers,No obstacle,No obstacle,No obstacle,,,,,,,,100,100,No,,,20000.0,Square Meters,,No obstacle,Yes,5.0,,Yes,2.0,,Minor obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Yes,Negatively affected,Use of MFIs,Minor obstacle,No,,,,,,,,,,,Customers don't use mobile money,Strongly disagree,5,No,,,No,,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,No,,Decrease,Increase,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,Major obstacle,4,4,,,,,,,,1.0,1,0.0,Less than one month,100.0,,No,,,,,Minor obstacle,No obstacle,Practices of competitors in the informal sector,120000.0,,12000.0,2000000.0,,,,18,7,2018,17,30,6,,11,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb0383,No,Yes,Over 250.000 to 1 million,5239,Nakuru,Small (5-19),Retail,Panel,8.156311,8.152381,21.494974,143
628774,468,Other Services,Small,Nakuru,Retail,Retail services,Nakuru,Micro,3,8,2018,16,37,Kenya,Sr1025,English,Establishment,No,,,,,,2018,6,30,Sole proprietorship,,100,100,0,0,0,No,,100,0,Don't know (spontaneous),2,Yes,Don't know (spontaneous),10,No,No,,No,No,No,,,Yes,10.0,40.0,0.0,15.0,,Yes,10.0,No,,,,,,No,Minor obstacle,Retail trade of ,Electical Equipments,70,6000000.0,Six Million ,8500000.0,100,0,0,,,,No losses,No losses,80,20,No,,,Minor obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,Only senior managers,No,,Non-managers are normally not promoted,Rarely or never,,,,Yes,Major obstacle,No,,,,No,,,No,,,,,No,No,Yes,Yes,Did not have a product to patent,No,No,No,No,No,No,,Consultancy firms or individual consultants,No obstacle,Minor obstacle,Moderate obstacle,,,,,,,,0,0,No,,,Don't know (spontaneous),,,Minor obstacle,Yes,10.0,,No,,,Minor obstacle,100,0,0,0,0,,,Yes,4000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,Yes,Private commercial banks,2018.0,6000000.0,Yes,No,Yes,Yes,No,No,12000000.0,1.0,4500000.0,No,No,Other,,Yes,Yes,No effect,,Minor obstacle,No,,,,,,,,,,,Customers don't use mobile money,Strongly disagree,10,Yes,1.0,No,No,,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,No,,Increase,Remain the same,Very severe obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,4,2,,,,,,,,2.0,2,1.0,3.0,100.0,,No,,,,,Minor obstacle,No obstacle,Tax rates,2400000.0,,180000.0,3600000.0,,,,3,8,2018,17,23,2,,6,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb0383,No,Yes,Over 250.000 to 1 million,5239,Nakuru,Small (5-19),Other Services,Panel,69.44247,67.93352,150.13739,147
628775,469,Retail,Small,Nakuru,Retail,Retail services,Nakuru,Small,16,7,2018,14,46,Kenya,Sr1024,English,Establishment,No,,,,,,2018,6,30,Sole proprietorship,,100,100,0,0,0,No,,100,100,2009,3,Yes,2008,5,No,No,,Yes,No,No,,,Yes,2.0,0.0,30.0,1.0,,Yes,1.0,No,,,,,,No,Minor obstacle,Retail trade of ,Stationery,70,1800000.0,One Million And Eight Hundred Thousand ,4600000.0,100,0,0,,,,1,No losses,100,0,,,,Minor obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,Yes,Combination of short term and long term production targets,Targets were not achieved,Most managers and most production workers,No,,Non-managers are normally not promoted,After 6 months of identifying non-manager under-performance,,,,Yes,Very severe obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interaction with suppliers,No obstacle,Minor obstacle,Minor obstacle,,,,,,,,0,0,No,,,Don't know (spontaneous),,,Minor obstacle,Yes,,192000.0,No,,,Minor obstacle,70,10,0,20,0,,,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,No,No effect,,Major obstacle,Yes,Satisfy customers' request,No,,No,,No,,Yes,30.0,No,,Tend to agree,2,Yes,3.0,No,Yes,3.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,No,,Remain the same,Remain the same,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,5,5,,,,,,,,3.0,No full-time seasonal or temporary workers,,,100.0,,No,,,,,Minor obstacle,No obstacle,Practices of competitors in the informal sector,150000.0,,48000.0,1800000.0,,,,16,7,2018,15,20,9,,1,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb0383,No,Yes,Over 250.000 to 1 million,5239,Nakuru,Small (5-19),Retail,Panel,8.156311,8.152381,21.494974,143
628776,470,Retail,Medium,Nakuru,Retail,Retail services,Nakuru,Medium,7,6,2018,10,58,Kenya,Sr1025,English,Establishment,No,,,,,,2017,12,31,Shareholding company with non-traded shares or shares traded privately,,50,100,0,0,0,Yes,25.0,100,0,2010,15,Yes,2010,8,No,No,,No,No,No,,,Yes,8.0,0.0,15.0,1.0,,Yes,1.0,No,,,,,,Yes,Minor obstacle,Retail trade of ,Text Books And Stationery,90,217000000.0,Two Hundred And Seventeen Million ,190000000.0,100,0,0,,,,No losses,No losses,100,0,,,,Minor obstacle,Moderate obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with normal amount of effort,All managers and most production workers,Yes,Their own performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,No,Moderate obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Interaction with suppliers,Minor obstacle,Moderate obstacle,Minor obstacle,,,,,,,,0,0,No,,,100.0,Square Meters,,No obstacle,Yes,,750000.0,No,,,No obstacle,50,20,0,30,0,,,No,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2016.0,35000000.0,Yes,No,No,No,Yes,No,15000000.0,2.0,20000000.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,Yes,No effect,,Moderate obstacle,Yes, Reduce the time spent in financial transactions,No,,Yes,1.0,Yes,2.0,Yes,2.0,No,,Tend to disagree,No time was spent,Yes,10.0,No,Yes,2.0,Yes,No payments,No payments or gifts are paid,,Yes,1.0,Yes,12.0,No,,No,,,Yes,7.0,No,Yes,In line with my expectation,Remain the same,Increase,Moderate obstacle,Major obstacle,No obstacle,Moderate obstacle,Moderate obstacle,No obstacle,32,28,,,,,,,,17.0,3,2.0,3.0,100.0,,No,,,,,Minor obstacle,No obstacle,Practices of competitors in the informal sector,10800000.0,,300000.0,152000000.0,,,,7,6,2018,11,52,6,,8,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb0383,No,Yes,Over 250.000 to 1 million,5239,Nakuru,Medium (20-99),Retail,Panel,2.493807,2.753989,3.8016162,155
628777,472,Retail,Small,Nakuru,Retail,Retail services,Nakuru,Small,12,6,2018,10,15,Kenya,Nb1347,English,Establishment,No,,,,,,2018,3,31,Sole proprietorship,,100,0,100,0,0,Yes,100.0,100,0,1971,30,Yes,1956,40,No,No,,Yes,Yes,No,,,Yes,48.0,0.0,48.0,None,,No,,No,,,,,,Yes,Minor obstacle,Retail trade of ,Farm Machinery,100,500000000.0,Five Hundred Million,500000000.0,100,0,0,,,,No losses,No losses,0,100,Yes,5.0,Yes,Major obstacle,Very severe obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with more than normal effort,Most managers and most production workers,No,,"Based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,,,,Yes,Very severe obstacle,Yes,No,Imported A New Range Of Farm Tractors That Are Pneumatic,Improved Farming On Large Scale Farms,No,,,No,,Yes,Yes,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Interaction with suppliers,Moderate obstacle,Moderate obstacle,Minor obstacle,,,,,,,,100,100,No,,,300.0,Square Feet,,Minor obstacle,Yes,Don't know (spontaneous),,No,,,Minor obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,No,No,Yes,Private commercial banks,Don't know (spontaneous),Refusal (spontaneous),No,,,,,,,Don't know (spontaneous),,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,Negatively affected,Use of retained earnings or internal finance,Moderate obstacle,Yes,Reduce costs of financial transactions,No,,No,,No,,Yes,Don't know (spontaneous),No,,Strongly agree,No time was spent,Yes,Don't know (spontaneous),No,Yes,Don't know (spontaneous),Yes,No payments,No payments or gifts are paid,,Yes,50.0,No,,Yes,50.0,Yes,10.0,Yes,Yes,Less than one day,Yes,No,,Increase,Increase,Moderate obstacle,Moderate obstacle,Very severe obstacle,Major obstacle,Very severe obstacle,Major obstacle,17,17,,,,,,,,7.0,No full-time seasonal or temporary workers,,,17.0,,Yes,,,,,Minor obstacle,Minor obstacle,Corruption,Don't know (spontaneous),,120000.0,Don't know (spontaneous),,,,12,6,2018,11,10,5,,40,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb0383,No,Yes,Over 250.000 to 1 million,5239,Nakuru,Small (5-19),Retail,Panel,8.156311,8.152381,21.494974,143
628778,475,Retail,Medium,Nakuru,Retail,Retail services,Nakuru,Small,8,6,2018,13,7,Kenya,Sr1024,English,Establishment,No,,,,,,2017,12,31,Shareholding company with non-traded shares or shares traded privately,,25,100,0,0,0,Yes,25.0,100,100,1965,20,Yes,1964,24,No,No,,Yes,No,No,,,Yes,3.0,12.0,0.0,None,,Yes,1.0,No,,,,,,No,No obstacle,Retail trade of ,Sale Of Hardware Products Such As Construction Rod Bars,80,150000000.0,One Hundred And Fifty Million,137000000.0,100,0,0,,,,No losses,1.0,100,0,,,,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,After 6 months of identifying non-manager under-performance,,,,Yes,Minor obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interaction with suppliers,No obstacle,Moderate obstacle,No obstacle,,,,,,,,100,100,No,,,10000.0,Square Feet,,No obstacle,No,,,No,,,No obstacle,60,20,0,20,0,,,Yes,4500000.0,0.0,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,No,,,,,,,,,,,,,No,Yes,,Application was approved in full,Yes,Yes,Negatively affected,Use of retained earnings or internal finance,No obstacle,Yes,Satisfy customers' request,No,,Yes,5.0,Yes,50.0,Yes,1.0,No,,Strongly agree,1,No,,,No,,No,,No payments or gifts are paid,,Yes,5.0,No,,No,,No,,,Yes,7.0,No,No,,Increase,Increase,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,Minor obstacle,No obstacle,18,19,,,,,,,,2.0,3,0.0,8.0,100.0,,No,,,,,No obstacle,No obstacle,Political instability,5300000.0,,100000.0,190000000.0,,,,8,6,2018,13,46,4,,6,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb0383,No,Yes,Over 250.000 to 1 million,5234,Nakuru,Medium (20-99),Retail,Panel,1.0,1.0,1.0634577,155
628779,476,Retail,Large,Nakuru,Retail,Retail services,Nairobi,Large,30,7,2018,10,54,Kenya,Nb1455,English,Establishment,No,,,,,,2018,6,30,Limited partnership,,25,75,25,0,0,No,,75,75,2015,10,No,2016,20,No,No,,Yes,No,Yes,30.0,No,Yes,Don't know (spontaneous),,,30.0,,Yes,Don't know (spontaneous),Yes,30.0,No,,,,Yes,Moderate obstacle,Retail trade of ,First Moving Consumer Goods,100,70000000.0,Seventy Million,60000000.0,100,0,0,,,,No losses,No losses,80,20,No,,,Minor obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,1-2 production performance indicators,No,,,,No,,Based solely on performance and ability,Within 6 months of identifying non-manager under-performance,,,,Yes,Moderate obstacle,Yes,Yes,"Private Labels On Products E.G. On Shoes, Water, Bread",There Were No Private Labels Before.,Yes,"The Distribution Channel, Use Of Warehouses",The Distribution Warehouses Were Not There Before,No,,No,No,Yes,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,In-house R&D and personnel,No obstacle,Major obstacle,No obstacle,,,,,,,,0,Does not apply is a floor in a building (spontaneous),Yes,30.0,No,Don't know (spontaneous),,,Major obstacle,Yes,10.0,,Yes,5.0,,Major obstacle,0,40,0,60,0,,,Yes,Don't know (spontaneous),Don't know (spontaneous),100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,Yes,Private commercial banks,Don't know (spontaneous),Refusal (spontaneous),Yes,No,Yes,Yes,No,Yes,Don't know (spontaneous),Don't know (spontaneous),,No,Yes,,Application was approved in part,Yes,Yes,Negatively affected,Use of retained earnings or internal finance,Major obstacle,Yes,Reduce the risks in financial transactions,Yes,100.0,Yes,100.0,Yes,100.0,Yes,40.0,No,,Strongly disagree,30,Yes,2.0,No,Yes,2.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,30.0,No,No,,Does not apply,Does not apply,Major obstacle,Major obstacle,Moderate obstacle,Very severe obstacle,Major obstacle,Minor obstacle,1000,800,,,,,,,,130.0,No full-time seasonal or temporary workers,,,98.0,,Yes,,,,,Minor obstacle,No obstacle,Customs and trade regulations,35000000.0,,1100000.0,500000000.0,,,,30,7,2018,13,30,9,,3,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb0383,Yes,Yes,City with population over 1 million,5219,Nakuru,Large (100+),Retail,Panel,1.0,1.210274,1.7155346,167
628780,477,Retail,Medium,Nakuru,Retail,Retail services,Nakuru,Medium,7,6,2018,13,24,Kenya,Nb1347,English,Establishment,No,,,,,,2018,2,1,Partnership,,Don't know (spontaneous),0,100,0,0,No,,100,100,1995,Don't know (spontaneous),Yes,1995,3,No,No,,Yes,No,No,,,Yes,3.0,12.0,0.0,None,,Yes,20.0,No,,,,,,No,Minor obstacle,Retail trade of ,Supermarket,100,50000000.0,Fifty Million,125000000.0,100,0,0,,,,No losses,No losses,100,0,,,,Moderate obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with normal amount of effort,Most managers and most production workers,Yes,Their team or shift performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,No,Moderate obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Business associations,No obstacle,Minor obstacle,Moderate obstacle,,,,,,,,100,100,No,,,400.0,Square Feet,,No obstacle,Yes,5.0,,No,,,No obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,Don't know (spontaneous),No,,,,,,,,,,,,,Don't know (spontaneous),Don't know (spontaneous),,,Yes,Don't know (spontaneous),No effect,,No obstacle,Yes, Reduce the time spent in financial transactions,No,,No,,No,,Yes,10.0,No,,Strongly disagree,2,No,,,Yes,2.0,No,,1.0,,No,,No,,No,,No,,,Yes,Less than one day,No,No,,Increase,Increase,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,56,75,,,,,,,,Don't know (spontaneous),No full-time seasonal or temporary workers,,,75.0,,Yes,,,,,Minor obstacle,No obstacle,Tax rates,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),,,,7,6,2018,14,33,9,,3,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb0383,No,Yes,Over 250.000 to 1 million,5219,Nakuru,Medium (20-99),Retail,Panel,1.0,1.0,1.0634577,155
