idstd,id,recnumber,rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,GHAd1a1bx,GHAd1a2b,GHAd1a1cx,GHAd1a2c,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,GHAd12a,GHAd12ax,GHAd12b1x,GHAd12b2,GHAd12b2x,GHAd12c1x,GHAd12c2,GHAd12c2x,GHAd12d1x,GHAd12d2,GHAd12d2x,GHAd12ea,GHAd12eb,GHAd12ec,GHAd12ed,d30a,d30b,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,idquest,wstrict,wmedian,wweak,strata
557733,34458,20033,3,(A) with cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Furniture,Furniture,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10704,10003,30,6,2014,16,0,Sole proprietorship,,100,100,0,0,0,No,,2008,8,No,2009,4,No,No,No,,,Yes,40.0,DK,50.0,,Yes,30.0,No,,,No,,,No,No,Yes,Very Severe Obstacle,Minor obstacle,Manufacturing of kitchen cabinet,3699,60,Manufacturing of softening chair,20.0,Manufacturing of wardrobe,20.0,700000,Seven hundred thousand,500000,70,0,30,NA,NA,NA,DK,NA,NA,80.0,20.0,No,,2.0,,35000.0,Thrity five thousand,Wood,15000.0,Fifteen thousand,Foam,12000.0,Twelve thouasnd cedis,Fabrics,8000.0,Eight thousand cedis,60.0,20.0,20.0,-7.0,Moderate obstacle,Minor obstacle,Local,Too many to count,No,No,Moderate obstacle,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,70.0,45.0,0,100,0,No,,,,,,,,,Very Severe Obstacle,No,,,Yes,40.0,,Moderate obstacle,20,25,100,0,0,0,0,Yes,18000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,Yes,No,Interest rates were not favorable,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,DK,5,Yes,2.0,Yes,No,,DK,,No,,,No,,,Moderate obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,8,8,7.0,1.0,7.0,0.0,1.0,0.0,,No full-time seasonal or temporary workers,,,12.0,12.0,100,No,,,Moderate obstacle,Major obstacle,Access to finance,Business licensing and permits,10000,35000.0,DK,2000,18000.0,DK,,DK,DK,DK,DK,DK,4,Male,,,,,30,6,2014,16,41,Somewhat truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,0,,1.0,1.6231920481573334,5.472752601456173,16.0
557734,34459,20060,3,(B) without cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10003,3,7,2014,16,5,Sole proprietorship,,100,100,0,0,0,No,,2007,3,Yes,2007,7,No,No,No,,,Yes,10.0,12.0,None,,No,,No,,,,,,No,No,Yes,Minor obstacle,Minor obstacle,Selling of tiles,5234,100,,,,,35000,Thirty five thousand,20000,100,0,0,,,,,NA,NA,,,,,,120.0,,,,,,,,,,,,,,,,Moderate obstacle,Major obstacle,,,,Yes,Moderate obstacle,No,,No,No,No,No,No,No,No,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Major obstacle,No,,,No,,,No obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,No,Major obstacle,No,,,,,,,,,,No,No,No,No,DK,DK,No,No,No,No,DK,No time was spent,Yes,3.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Moderate obstacle,No obstacle,Major obstacle,DK,5,5,,,,,,,0.0,No full-time seasonal or temporary workers,,,,,80,No,,,No obstacle,No obstacle,Customs and trade regulations,Business licensing and permits,6000,,,200,,,20000.0,,,,,,7,Male,,,,,3,7,2014,16,55,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.1468747467665346,1.862548475497658,5.708591889379641,24.0
557735,34460,20059,3,(A) with cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10911,10002,2,7,2014,13,50,Sole proprietorship,,100,100,0,0,0,No,,2009,3,Yes,2009,15,No,No,No,,,Yes,4.0,6.0,30.0,,Yes,10.0,No,,,,,,Yes,Yes,Yes,Major obstacle,No obstacle,Sale of locks,5239,100,,,,,241000,Two hundred forty-one thousand,DK,100,0,0,,,,,No losses,No losses,,,,,,160.0,,,,,,,,,,,,,,,,Moderate obstacle,Minor obstacle,,,,Yes,Moderate obstacle,Yes,Yes,Yes,Yes,No,No,Yes,No,No,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Minor obstacle,No,,,No,,,Minor obstacle,0,20,80,0,20,0,0,No,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,Major obstacle,No,,,,,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,DK,DK,No,,,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,8,3,,,,,,,-9.0,DK,,,,,100,No,,,Minor obstacle,Minor obstacle,Electricity,Business licensing and permits,51600,,,960,,,DK,,,,,,15,Male,,,,,2,7,2014,14,30,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.1468747467665346,1.862548475497658,5.708591889379641,24.0
557736,34461,20027,1,(A) with cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Furniture,Furniture,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10371,10002,3,7,2014,10,6,Sole proprietorship,,100,100,0,0,0,No,,1996,4,Yes,1996,18,No,No,No,,,Yes,DK,,50.0,,No,,No,,,No,,,No,No,Yes,Major obstacle,Moderate obstacle,Manufacturing of furniture,3610,80,Construction of building,20.0,Does not apply,,DK,,DK,100,0,0,,,,,NA,NA,100.0,0.0,,,DK,,-9.0,,Manzonia (used to paint the wood to prevent decay),-9.0,,Sand,-9.0,,Does not apply,,,0.0,0.0,-7.0,-7.0,Minor obstacle,Minor obstacle,National,Too many to count,No,DK,Minor obstacle,Yes,Yes,Yes,Yes,No,No,No,No,No,60.0,40.0,0,100,0,No,,,,,,,,,Major obstacle,No,,,No,,,Major obstacle,0,40,100,0,0,0,0,Yes,4000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Strongly agree,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,Major obstacle,Major obstacle,Very Severe Obstacle,Very Severe Obstacle,Major obstacle,6,4,5.0,1.0,0.0,5.0,0.0,0.0,,4,0.0,DK,DK,No female production workers,50,No,,,Major obstacle,Major obstacle,Access to finance,Access to finance,2400,DK,DK,240000,DK,DK,,DK,DK,DK,DK,DK,18,Male,,,,,3,7,2014,11,8,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,0,,1.0,1.6231920481573334,5.472752601456173,16.0
557737,34462,20058,1,(B) without cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10911,10002,2,7,2014,10,30,Limited partnership,,70,100,0,0,0,Yes,30.0,2001,15,Yes,2001,3,No,DK,No,,,Yes,8.0,6.0,20.0,,Yes,5.0,No,,,,,,Yes,Yes,Yes,Major obstacle,No obstacle,Sale of electrical materials,5239,100,,,,,520000,Five hundred twenty thousand,DK,100,0,0,,,,,No losses,No losses,,,,,,120.0,,,,,,,,,,,,,,,,Minor obstacle,Minor obstacle,,,,Yes,Minor obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Minor obstacle,Yes,5.0,,No,,,Minor obstacle,50,30,100,0,0,0,0,Yes,10000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Major obstacle,No,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,DK,No time was spent,No,,,Yes,No payments,No payments or gifts are paid,,No,,,No,,,Major obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,15,15,,,,,,,6.0,No full-time seasonal or temporary workers,,,,,100,No,,,Minor obstacle,Minor obstacle,Access to finance,Access to finance,33000,,,10406,,,DK,,,,,,13,Male,,,,,2,7,2014,11,25,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.1468747467665346,1.862548475497658,5.708591889379641,24.0
557738,34463,20043,2,(A) with cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,"Publishing, printing, and Recorded media","Publishing, printing, and Recorded media","Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,8,7,2014,9,0,Sole proprietorship,,100,100,0,0,0,No,,2001,3,Yes,2001,15,No,No,No,,,Yes,6.0,12.0,20.0,,No,,No,,,The establishment does not use water for production,,,Yes,No,Yes,Major obstacle,Moderate obstacle,Printing of photos,2221,60,Prints of wallpapers,40.0,Does not apply,,50000,Fifty thousand,30000,100,0,0,,,,,NA,NA,0.0,100.0,No,,DK,,-9.0,,Photo paper,-9.0,,Ink,-9.0,,Photo frame,-9.0,,100.0,100.0,100.0,-7.0,Minor obstacle,Moderate obstacle,Local,Too many to count,No,DK,DK,Yes,No,Yes,No,No,No,No,No,No,60.0,48.0,0,100,0,No,,,,,,,,,Major obstacle,No,,,No,,,No obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,No,Major obstacle,No,,,,,,,,,,No,No,No,No,DK,DK,No,No,No,No,Tend to disagree,No time was spent,Yes,2.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Minor obstacle,No obstacle,Major obstacle,No obstacle,5,5,4.0,1.0,4.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,12.0,No female production workers,100,No,,,No obstacle,Minor obstacle,Electricity,Access to finance,8000,15000.0,0.0,600,0.0,0.0,,1000.0,DK,DK,5000.0,DK,13,Male,,,,,8,7,2014,10,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.6231920481573334,5.472752601456173,16.0
557739,34464,20070,3,(B) without cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10371,10002,4,7,2014,14,6,Sole proprietorship,,100,100,0,0,0,No,,1990,DK,Yes,1990,2,No,DK,No,,,Yes,DK,,60.0,,No,,No,,,,,,Yes,Yes,Yes,Major obstacle,Minor obstacle,Sale of drugs,5231,90,,,,,5000,Five thousand,2000,100,0,0,,,,,NA,NA,,,,,,-9.0,,,,,,,,,,,,,,,,NA,NA,,,,No,Moderate obstacle,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Moderate obstacle,No,,,No,,,No obstacle,DK,0,100,0,0,0,0,DK,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,DK,,No,DK,No,,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,NA,DK,Yes,DK,DK,No,,No payments or gifts are paid,,No,,,No,,,Very Severe Obstacle,Major obstacle,DK,NA,NA,NA,5,DK,,,,,,,2.0,DK,,,,,100,No,,,Moderate obstacle,Moderate obstacle,Electricity,Business licensing and permits,1800,,,1800,,,DK,,,,,,3,Male,,,,,4,7,2014,14,49,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,0,,1.1468747467665346,1.862548475497658,5.708591889379641,24.0
557740,34466,20078,3,(A) with cards,Other services,Ghana,English,Accra,Accra,Yes,Yes,Over 250.000 to 1 million,Retail,Wholesale,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Medium >=20 and <=99,Medium >=20 and <=99,Yes,5,HQ with production and/or sales in this location,NA,NA,Yes,10556,10002,9,7,2014,11,40,Limited partnership,,60,0,100,0,0,No,,2004,32,Yes,2004,DK,No,Yes,No,,,Yes,5.0,6.0,15.0,,Yes,30.0,No,,,,,,Yes,Yes,Yes,Major obstacle,Moderate obstacle,Wholesale of food products,5122,100,,,,,DK,,DK,80,20,0,,,,2006.0,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Minor obstacle,Major obstacle,,,,DK,DK,Yes,Yes,No,Yes,No,No,No,No,No,,,0,100,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Other,,Yes,Moderate obstacle,No,,,,,,,,,,No,No,No,No,DK,DK,No,No,No,No,Tend to disagree,1,Yes,1.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Major obstacle,No obstacle,DK,No obstacle,63,60,,,,,,,16.0,No full-time seasonal or temporary workers,,,,,100,No,,,No obstacle,Minor obstacle,Customs and trade regulations,Business licensing and permits,DK,,,DK,,,,,,,,,5,Female,,,,,9,7,2014,12,32,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0814152739665233,1.3597092755679392,1.9542773405471663,25.0
557741,34467,20087,1,(A) with cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,Over 250.000 to 1 million,Retail,Retail,"Yes, screener and sample frame info match",Large >=100,Large >=100,Yes,13,HQ with production and/or sales in this location,NA,NA,Yes,10556,10002,9,7,2014,13,20,Limited partnership,,40,100,0,0,0,No,,2006,20,Yes,2006,8,No,No,No,,,Yes,6.0,12.0,10.0,,Yes,20.0,No,,,,,,Yes,No,Yes,Major obstacle,Minor obstacle,"Sale of Samsung appliances like television, mobile phones, fridges",5233,100,,,,,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,-9.0,,,,,,,,,,,,,,,,Moderate obstacle,Major obstacle,,,,Yes,Minor obstacle,Yes,No,Yes,No,No,No,No,No,No,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,DK,DK,No,No,No,No,DK,No time was spent,Yes,2.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Minor obstacle,No obstacle,DK,No obstacle,102,84,,,,,,,39.0,No full-time seasonal or temporary workers,,,,,100,No,,,No obstacle,Minor obstacle,Electricity,Access to finance,DK,,,DK,,,DK,,,,,,8,Male,,,,,9,7,2014,14,10,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.425150843191597,1.8031724085698815,2.8940160940609525,26.0
557742,34468,20028,1,(B) without cards,Manufacturing,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,"Publishing, printing, and Recorded media","Publishing, printing, and Recorded media","Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10371,10002,9,7,2014,14,5,Sole proprietorship,,100,100,0,0,0,Yes,100.0,2004,4,Yes,2004,10,Yes,No,No,,,No,,,,,No,,No,,,The establishment does not use water for production,,,Yes,Yes,Yes,Major obstacle,Moderate obstacle,Outdoor advertising (billboards),2222,10,Does not apply,,,,35000,Thirty-five thousand,28000,100,0,0,,,,,NA,NA,70.0,30.0,No,,14.0,,-9.0,,Papers,2100.0,Two thousand one hundred,Does not apply,,,,,,30.0,-7.0,-7.0,-7.0,Moderate obstacle,Moderate obstacle,National,Too many to count,No,Yes,Minor obstacle,No,,No,No,No,No,No,No,No,DK,48.0,0,100,0,No,,,,,,,,,Major obstacle,No,,,No,,,Moderate obstacle,20,0,100,0,0,0,0,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,DK,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,NA,No time was spent,Yes,4.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Major obstacle,DK,DK,DK,5,DK,3.0,2.0,3.0,0.0,0.0,1.0,,DK,,,DK,No female production workers,100,No,,,Moderate obstacle,Moderate obstacle,Access to finance,Access to finance,12000,9000.0,DK,1200,DK,DK,,DK,DK,DK,DK,DK,3,Male,,,,,9,7,2014,15,18,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,0,,1.0,1.6231920481573334,5.472752601456173,16.0
557743,34469,20072,2,(B) without cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10371,10002,7,7,2014,9,10,Sole proprietorship,,100,100,0,0,0,No,,1993,3,Yes,1993,20,No,No,No,,,Yes,DK,,40.0,,No,,No,,,,,,No,No,Yes,Major obstacle,Moderate obstacle,Sale of iron rods,5234,100,,,,,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,21.0,,,,,,,,,,,,,,,,Moderate obstacle,Moderate obstacle,,,,Yes,Major obstacle,No,,No,No,No,No,No,No,No,,,100,0,0,No,,,-9.0,,,100.0,0.0,0.0,Moderate obstacle,No,,,No,,,Minor obstacle,30,40,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,NA,No time was spent,Yes,4.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Major obstacle,DK,DK,DK,5,5,,,,,,,0.0,DK,,,,,80,No,,,Moderate obstacle,Moderate obstacle,Access to finance,Access to land,DK,,,240,,,DK,,,,,,6,Male,,,,,7,7,2014,10,12,Not truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,0,,1.1468747467665346,1.862548475497658,5.708591889379641,24.0
557744,34470,20091,1,(A) with cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Wholesale,Retail,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Medium >=20 and <=99,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10911,10002,11,7,2014,14,30,Sole proprietorship,,100,100,0,0,0,No,,2006,10,Yes,2006,8,No,No,No,,,Yes,12.0,6.0,35.0,,Yes,15.0,No,,,,,,No,Yes,No,Minor obstacle,Major obstacle,Sale of provisions,5239,50,,,,,952210,Nine hundred fifty-two thousand two hundred ten,752115,100,0,0,,,,,No losses,No losses,,,,,,60.0,,,,,,,,,,,,,,,,Minor obstacle,Minor obstacle,,,,Yes,Minor obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,100,0,0,No,,,-9.0,,,100.0,0.0,0.0,Minor obstacle,Yes,5.0,,Yes,30.0,,Minor obstacle,20,20,100,0,0,0,0,No,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Moderate obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,DK,No time was spent,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Minor obstacle,20,12,,,,,,,7.0,10,7.0,10.0,,,100,No,,,Minor obstacle,Minor obstacle,Electricity,Access to finance,4900,,,920,,,DK,,,,,,8,Male,,,,,11,7,2014,15,5,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.1442189061817534,1.7045929918096467,31.0
557745,34471,20058,1,(B) without cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10911,10002,11,7,2014,13,30,Limited partnership,,80,100,0,0,0,No,,2009,6,Yes,2009,20,No,No,No,,,Yes,8.0,6.0,10.0,,No,,No,,,,,,Yes,Yes,Yes,Major obstacle,Minor obstacle,Sale of shoes,5232,100,,,,,6500,Six thousand five hundred,4500,100,0,0,,,,,No losses,No losses,,,,,,60.0,,,,,,,,,,,,,,,,Minor obstacle,Minor obstacle,,,,Yes,Minor obstacle,Yes,No,No,No,No,Yes,Yes,No,No,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Minor obstacle,No,,,No,,,No obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,DK,DK,,,,,,,,,,,,,DK,DK,,,DK,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,Yes,No,Yes,No,DK,DK,DK,,,Yes,No payments,DK,,No,,,No,,,Major obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,8,7,,,,,,,-9.0,No full-time seasonal or temporary workers,,,,,DK,No,,,NA,NA,Electricity,Access to finance,1500,,,350,,,DK,,,,,,2,Male,,,,,11,7,2014,14,10,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.1468747467665346,1.862548475497658,5.708591889379641,24.0
557746,34472,20094,2,(B) without cards,Other services,Ghana,English,Accra,Accra,Yes,Yes,Over 250.000 to 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Medium >=20 and <=99,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,11,7,2014,16,10,Limited partnership,,70,30,70,0,0,No,,1990,DK,Yes,1990,20,No,No,No,,,Yes,5.0,12.0,20.0,,Yes,30.0,No,,,,,,Yes,No,Yes,Major obstacle,Moderate obstacle,Provision of accommodation,5510,60,,,,,DK,,DK,30,60,10,,,,1994.0,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Minor obstacle,Moderate obstacle,,,,DK,DK,Yes,Yes,No,Yes,No,No,No,No,No,,,100,0,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Other,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,DK,DK,No,No,No,No,DK,5,Yes,1.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Major obstacle,No obstacle,Major obstacle,No obstacle,64,59,,,,,,,32.0,No full-time seasonal or temporary workers,,,,,100,Yes,,,No obstacle,Minor obstacle,Access to land,Access to land,DK,,,DK,,,,,,,,,10,Male,,,,,11,7,2014,17,1,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.1442189061817534,1.7045929918096467,31.0
557747,34473,20092,2,(A) with cards,Other services,Ghana,English,Accra,Accra,Yes,Yes,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Medium >=20 and <=99,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,11,7,2014,12,10,Sole proprietorship,,100,100,0,0,0,No,,2000,15,Yes,2000,20,No,No,No,,,Yes,8.0,12.0,10.0,,No,,No,,,,,,Yes,No,Yes,Major obstacle,Moderate obstacle,Provision of accommodation,5510,80,,,,,2000000,Two million,1200000,90,10,0,,,,2008.0,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Moderate obstacle,Moderate obstacle,,,,No,No obstacle,No,,No,No,No,No,No,No,No,,,100,0,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,DK,DK,No,No,No,No,DK,1,Yes,2.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Major obstacle,No obstacle,Moderate obstacle,No obstacle,21,20,,,,,,,14.0,No full-time seasonal or temporary workers,,,,,60,No,,,No obstacle,Minor obstacle,Customs and trade regulations,Access to land,60000,,,800,,,,,,,,,10,Male,,,,,11,7,2014,13,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.1442189061817534,1.7045929918096467,31.0
